id,date,wp1,wp2,wp3,wp4,wp5,wp6,wp7
1,2011010101,0.513955278193,0.308136639762,0.443974822023,0.172301524801,0.453258288675,0.119593213885,0.138764024598
2,2011010102,0.507502382782,0.296629202465,0.423165646419,0.165807026579,0.430496719871,0.119153396819,0.139267362571
3,2011010103,0.499487385238,0.285068116039,0.399611963227,0.159651500901,0.403894229291,0.118719821505,0.13978004009
4,2011010104,0.489625919518,0.273480107028,0.373674557575,0.153841423605,0.373879829754,0.118292428054,0.140302339375
5,2011010105,0.477632102204,0.261899574158,0.34595209674,0.148379400056,0.341327970909,0.117871175646,0.140834728041
6,2011010106,0.463246889643,0.250369839194,0.317240020375,0.143264371938,0.307502049361,0.117456072618,0.141378099559
7,2011010107,0.446276947518,0.23894342638,0.288446538652,0.13849193721,0.27388505763,0.117047236929,0.141934267522
8,2011010108,0.426641154238,0.227681223777,0.26048319442,0.134054763432,0.241937617671,0.116645027965,0.142507018247
9,2011010109,0.404417573992,0.216650541495,0.23415659739,0.129943088285,0.212862994724,0.116250336921,0.143104360468
10,2011010110,0.379879574513,0.205922261669,0.210086629382,0.126145330527,0.187458780582,0.115865227408,0.143743330951
11,2011010111,0.353508016799,0.195567450351,0.188666013182,0.122648898935,0.166095326214,0.115494348447,0.144460238963
12,2011010112,0.325969398279,0.185653959007,0.170062464472,0.119441427095,0.148811971596,0.115148049541,0.145332408247
13,2011010113,0.298058071258,0.176243702338,0.154253913202,0.116512970346,0.135497866211,0.1148492398,0.146523880133
14,2011010114,0.270611860964,0.167391545431,0.14108291232,0.113860383296,0.126136196286,0.11464845063,0.148379500066
15,2011010115,0.244420053352,0.159147278826,0.130318440345,0.111496604705,0.121122639404,0.114656717317,0.151609815895
16,2011010116,0.220146754732,0.15156346216,0.121720110629,0.109470884991,0.121670604975,0.115116412688,0.157616848933
17,2011010117,0.198290314891,0.144714918335,0.115109854948,0.107913082956,0.130150076682,0.116549330099,0.168918204685
18,2011010118,0.179194629039,0.138742150737,0.110469612407,0.107129506207,0.149623790338,0.120045340621,0.189165693415
19,2011010119,0.163128065941,0.133941901594,0.108101152198,0.107802573127,0.181197535253,0.127733082527,0.221280379249
20,2011010120,0.150459055145,0.13087694382,0.108897930765,0.111368422323,0.219979781708,0.14318280702,0.262881495813
21,2011010121,0.141986368155,0.128419519936,0.114735024669,0.120543716116,0.256042773215,0.170485241846,0.304410455538
22,2011010122,0.13948702331,0.113403716189,0.128674606898,0.138717486139,0.282180154405,0.209884886244,0.336346830829
23,2011010123,0.146305391485,0.121618630482,0.152959310687,0.15632829267,0.297897260089,0.250288691091,0.355035129141
24,2011010200,0.53787033595,0.538276866823,0.53658069749,0.537004910046,0.535449179985,0.537723611402,0.537993807953
25,2011010201,0.537801350841,0.538180500828,0.536125671956,0.536888980858,0.534510500139,0.537719928511,0.537999304212
26,2011010202,0.537712353072,0.538075204796,0.535533869737,0.536761133071,0.533239528198,0.537716373332,0.538005658205
27,2011010203,0.537597607848,0.53795959879,0.534765089703,0.536620230426,0.531522956201,0.537713325817,0.538014023154
28,2011010204,0.537449760266,0.537832166188,0.533767889228,0.536465059878,0.529212433643,0.537711211946,0.538026114048
29,2011010205,0.537259399263,0.537691237446,0.532476879715,0.536294401473,0.526116875967,0.537710828749,0.538045324095
30,2011010206,0.537014528256,0.537535021919,0.530809659681,0.536107180374,0.52199582398,0.537713852776,0.538078733349
31,2011010207,0.536699950342,0.537361713696,0.528663575938,0.535902813703,0.516556932746,0.537723909969,0.538141308391
32,2011010208,0.536296619624,0.537169760379,0.525912726172,0.535681999638,0.509463263832,0.53774892155,0.538264834939
33,2011010209,0.535781115843,0.536958496598,0.522405987141,0.535448498626,0.500360018884,0.537806268305,0.538516887053
34,2011010210,0.535125646313,0.536729590122,0.517967437418,0.535213133285,0.488935906474,0.537934143392,0.53904078913
35,2011010211,0.53429954475,0.536490287342,0.512401426005,0.53500273653,0.475041392989,0.538216400887,0.540138300371
36,2011010212,0.533274516999,0.536260501155,0.505505822034,0.534880076649,0.458893507158,0.538836403156,0.542433981719
37,2011010213,0.532038746942,0.536083986034,0.497098277488,0.53498776034,0.44139746924,0.540190963233,0.54717283343
38,2011010214,0.53063123924,0.535911460929,0.487033756409,0.535639724921,0.424571968658,0.543112321222,0.556635348389
39,2011010215,0.529220340596,0.531707904012,0.473865790306,0.537384462393,0.411841675521,0.548962930171,0.574006754691
40,2011010216,0.528249456431,0.511039389735,0.439928140867,0.537556225723,0.407325589551,0.551852041081,0.593615743231
41,2011010217,0.527654352639,0.509999783621,0.418004390627,0.525258518738,0.412766862621,0.554811480298,0.613302681392
42,2011010218,0.513098750212,0.517776994273,0.405923969834,0.54035730943,0.423572632438,0.589148864544,0.653567083389
43,2011010219,0.514719839853,0.533864872315,0.398511367299,0.573034822495,0.430624854461,0.632898787479,0.687009688273
44,2011010220,0.538690850026,0.562138728406,0.399558389983,0.616001435434,0.424840521291,0.672731273432,0.708531678092
45,2011010221,0.573406829159,0.602193204666,0.411747762526,0.657503808612,0.392577337347,0.700395037664,0.720491318751
46,2011010222,0.607347491204,0.644835384577,0.431900885082,0.687268779658,0.372795409139,0.716211417731,0.726629086797
47,2011010223,0.628493530468,0.678347645061,0.450422210666,0.704157011354,0.356996672337,0.724273155771,0.729679947889
48,2011010300,0.656229988652,0.704562314078,0.611516924047,0.678206104072,0.539659646942,0.716584041645,0.739046834049
49,2011010413,0.541530111021,0.528727516021,0.500491621808,0.540665072836,0.489044937189,0.545308276625,0.566645808521
50,2011010414,0.534400811284,0.516884265718,0.495796311181,0.53851796658,0.434795974731,0.539925379287,0.569138977562
51,2011010415,0.515966307383,0.514512321452,0.490026600372,0.537483408194,0.362967601955,0.538479405486,0.587472626632
52,2011010416,0.517794849015,0.515642771376,0.483030822574,0.536277618237,0.288588167651,0.537992426537,0.616343211027
53,2011010417,0.528539656183,0.51985335024,0.476168714099,0.533910676406,0.220312256152,0.537555152008,0.649522525186
54,2011010418,0.547944611205,0.527961156474,0.472616629738,0.528793741253,0.163581681959,0.5365982286,0.679264716314
55,2011010419,0.57572819771,0.540736483832,0.475852316521,0.51792916219,0.12537931524,0.534081275178,0.701045852439
56,2011010420,0.60459339217,0.557190742628,0.482375074899,0.496398008807,0.104817010145,0.527467692726,0.714779435418
57,2011010421,0.622405071777,0.572167238769,0.431297807652,0.459088468699,0.095280518189,0.511033478335,0.722545287872
58,2011010422,0.621256101016,0.576151554132,0.354897895819,0.406915587914,0.09118325257,0.475440231363,0.72645357253
59,2011010423,0.600940906112,0.56082256841,0.328541491007,0.350499276979,0.0894825237526,0.416733470824,0.727804778892
60,2011010500,0.665171948132,0.622988924926,0.631705206896,0.538023040169,0.487160297003,0.538047869307,0.802636191391
61,2011010501,0.65094897173,0.598882619824,0.616299070994,0.537957996607,0.438610817564,0.538003236435,0.780737447783
62,2011010502,0.635643922753,0.578809887131,0.601864134435,0.537822225567,0.378233916176,0.537896864991,0.756167929668
63,2011010503,0.620055476127,0.563927804767,0.58897738837,0.537518177376,0.325217020193,0.53761068502,0.7290695664
64,2011010504,0.605041631859,0.553773221994,0.577901435872,0.536832507183,0.284967822638,0.536833448876,0.700429913732
65,2011010505,0.591336330931,0.547134118982,0.568347555366,0.53529203171,0.246973103493,0.534735367863,0.671772604853
66,2011010506,0.579417471726,0.542712101721,0.554113782802,0.531868300629,0.202455506258,0.529179608069,0.638510456369
67,2011010507,0.569462732189,0.539336696126,0.526869091038,0.524440544783,0.157002032383,0.515190334215,0.595131975879
68,2011010508,0.561198887654,0.535858741445,0.517973292749,0.509137380659,0.12311876636,0.484016521247,0.574468078857
69,2011010509,0.549975304871,0.530846081137,0.513030625105,0.480707379691,0.10403398645,0.430108382947,0.560818209547
70,2011010510,0.524109849178,0.52214016532,0.508465131089,0.436741006903,0.0949993259953,0.36766032381,0.55104449733
71,2011010511,0.515479208132,0.50644784584,0.504037032855,0.384669394108,0.0910791493585,0.320488490327,0.544595920731
72,2011010512,0.513243825711,0.479650539859,0.499851483138,0.338589225366,0.0894429154667,0.291618206058,0.541233688695
73,2011010513,0.513384516624,0.438917233049,0.481015578132,0.304978134962,0.0887707750555,0.267888516223,0.540842993564
74,2011010514,0.517157028618,0.384406388654,0.388874147207,0.278951869881,0.0884959592484,0.235175586764,0.542632339868
75,2011010515,0.526775450131,0.314560019043,0.386025043775,0.251393736859,0.0883829473621,0.18906153204,0.533677946824
76,2011010516,0.543075752406,0.247511469143,0.39729179356,0.215973708909,0.0883349428595,0.143240540089,0.426574088087
77,2011010517,0.547823186421,0.192558275965,0.39303616525,0.175087878909,0.0883119734323,0.113070221824,0.395036763883
78,2011010518,0.465922401594,0.147672058859,0.271291073907,0.138863695791,0.0882968954505,0.0983208804427,0.310508765818
79,2011010519,0.444341657539,0.119700443885,0.306868241098,0.114365922245,0.088281264064,0.0921628679489,0.359744241553
80,2011010520,0.420005959602,0.111832191634,0.340406343423,0.100758412116,0.0882592003286,0.089763113886,0.404254287562
81,2011010521,0.381992148339,0.122099187334,0.291864022846,0.0940226555735,0.0882242697216,0.0888526573318,0.384706628516
82,2011010522,0.335676456138,0.146218497206,0.263177073599,0.090878302295,0.0881671770609,0.0885097240394,0.367391520638
83,2011010523,0.285897781291,0.177711235131,0.212980803877,0.0894493011739,0.0880731243496,0.0883791696483,0.401566198437
84,2011010600,0.693415830534,0.525645506259,0.770726711423,0.361639725808,0.091149964943,0.277725161274,0.544265872036
85,2011010601,0.680342446427,0.511909150986,0.767475075987,0.324862124437,0.0894648043642,0.261055260228,0.492911658737
86,2011010602,0.664969461552,0.488422984669,0.746078422891,0.302149215623,0.0887667320568,0.2299823302,0.481422309348
87,2011010603,0.647872565993,0.452017904524,0.730580780601,0.287835738838,0.0884725707645,0.184201315208,0.47425349561
88,2011010604,0.626925593732,0.404062732656,0.710584131093,0.275091251065,0.0883374037082,0.139706947712,0.405222732831
89,2011010605,0.588850994125,0.351289820115,0.642190818954,0.257506208589,0.0882568445097,0.11120613801,0.502833849499
90,2011010606,0.563763960275,0.299305354309,0.586113342074,0.229887061827,0.088181757397,0.0975107224153,0.449685474794
91,2011010607,0.546571508884,0.247833626016,0.567604188337,0.192285644865,0.0880812814569,0.0918366531575,0.337191820642
92,2011010608,0.530188973652,0.196681343053,0.551896763781,0.15341681652,0.0879249464838,0.0896286590677,0.32933233402
93,2011010609,0.513236223346,0.151882499402,0.463314474931,0.123638720085,0.0876708925502,0.088784992072,0.289468159293
94,2011010610,0.476935247186,0.119731932668,0.233111222058,0.105693091658,0.0872538166105,0.0884555475419,0.198340873911
95,2011010611,0.365295700423,0.0998710288732,0.151131129273,0.0964008184343,0.0865685314751,0.0883103538778,0.979459636608
96,2011010612,0.334400858907,0.0878372945503,0.660206433914,0.0919627559114,0.0854454463163,0.0882189665583,0.798177910886
97,2011010801,0.675179423906,0.32611311224,0.539334611588,0.250346365589,0.0880375924694,0.0946506101791,-0.235638902302
98,2011010802,0.651512840469,0.292438635693,0.556261034838,0.236618058263,0.0881065936228,0.0928503284814,0.665953365157
99,2011010803,0.618639611434,0.257838085734,0.661384965364,0.219869672334,0.0881584736129,0.0915526513059,0.637622986462
100,2011010804,0.58778873373,0.22211623703,0.632873367719,0.200765403846,0.0881974421617,0.0906215653871,0.248068216204
101,2011010805,0.561237826723,0.187180283185,0.578227022051,0.18059510296,0.0882266804077,0.0899557145274,0.48303124582
102,2011010806,0.537520594542,0.156381455964,0.537619644811,0.160974576058,0.0882485906759,0.0894806641513,0.572685466576
103,2011010807,0.517911422921,0.132294028455,0.510617663358,0.143356423494,0.0882649861097,0.0891423074736,0.55029609928
104,2011010808,0.504163539791,0.115357536356,0.490161016664,0.1286385715,0.0882772344419,0.0889015964492,0.521663755268
105,2011010809,0.493661638131,0.104365135293,0.470544991344,0.11706771003,0.0882863668772,0.0887304935676,0.502552927109
106,2011010810,0.482849205842,0.0976052338284,0.448227448376,0.108397322951,0.0882931604849,0.0886089393243,0.489806867827
107,2011010811,0.469207583197,0.0935872961199,0.421881736053,0.102130936138,0.0882982005032,0.0885226184875,0.481397538081
108,2011010812,0.451133089665,0.0912489683777,0.392406574245,0.0977190249894,0.0883019274298,0.0884613334856,0.478341040775
109,2011010813,0.428021363841,0.0899067367622,0.362179468993,0.0946694543088,0.0883046725959,0.0884178292127,0.482553798646
110,2011010814,0.400685323473,0.0891444686975,0.333510836068,0.0925880656359,0.0883066850316,0.0883869486194,0.490731844509
111,2011010815,0.371493520833,0.0887163773345,0.307673520789,0.0911795420536,0.0883081517466,0.0883650283043,0.491083072128
112,2011010816,0.343714509189,0.0884797018738,0.285229674748,0.0902317057923,0.0883092130356,0.0883494670586,0.473682418
113,2011010817,0.320322236732,0.0883523140236,0.266332208589,0.0895961693996,0.0883099740254,0.0883384184551,0.440624252736
114,2011010818,0.303048515982,0.0882872692565,0.250386525986,0.0891709629161,0.0883105133832,0.0883305721127,0.401664818893
115,2011010819,0.292035534209,0.0882579104241,0.236213134633,0.0888868131736,0.0883108898824,0.0883249982033,0.365868138977
116,2011010820,0.286062699337,0.0882492708074,0.222851239298,0.0886970110001,0.0883111473511,0.088321036991,0.337778187177
117,2011010821,0.283320825668,0.0882531599534,0.210060889589,0.0885702146078,0.0883113183993,0.0883182203979,0.317873084472
118,2011010822,0.282254611885,0.0882653835046,0.198196558352,0.0884854592467,0.0883114272265,0.0883162163297,0.304624262323
119,2011010823,0.281907042366,0.0882841998735,0.187784616737,0.0884287486496,0.0883114917334,0.0883147891663,0.296115368847
120,2011010900,0.539956222437,0.257160405822,0.5346341062,0.399540168781,0.157956399674,0.214899462887,0.533572971062
121,2011010901,0.53821850961,0.215771453289,0.531480528766,0.385030123872,0.152153740427,0.197776604913,0.536924329843
122,2011010902,0.536689045416,0.178440856563,0.526675103609,0.369963214217,0.146635901084,0.180393308981,0.537238817021
123,2011010903,0.534939765684,0.148180646825,0.519162627408,0.354157721481,0.141430137366,0.163711415741,0.537159177207
124,2011010904,0.532528115832,0.126113931559,0.507469635036,0.337290771781,0.136555610716,0.148550824593,0.537309061837
125,2011010905,0.528897308869,0.111341859757,0.48978854549,0.31893017544,0.132023728631,0.135439645132,0.538346057053
126,2011010906,0.523276784662,0.102028717544,0.46432649489,0.298641227107,0.1278387891,0.124575841167,0.541657793605
127,2011010907,0.514590309962,0.0963761104386,0.430007118993,0.276185130221,0.123998838399,0.115884818844,0.549917010558
128,2011010908,0.501410674522,0.0930209806808,0.387217342914,0.251770086725,0.120496652474,0.109120726417,0.56675501822
129,2011010909,0.482046384302,0.0910537200486,0.338005024024,0.226224806699,0.117320761684,0.103963651925,0.593051503748
130,2011010910,0.454871885215,0.0899072245913,0.285718092107,0.200922455922,0.114456453555,0.100088892394,0.620328078254
131,2011010911,0.418933481336,0.0892407023526,0.234750832423,0.177406061598,0.111886705152,0.0972055169842,0.632957008284
132,2011010912,0.374645623724,0.0888533486469,0.190010066935,0.156904478323,0.109593013494,0.0950716598883,0.621884959014
133,2011010913,0.324257563912,0.088628034318,0.155182981064,0.140027593667,0.107556107799,0.093495757376,0.58986503264
134,2011010914,0.271904333749,0.0884967613096,0.131203047405,0.126766786711,0.105756546046,0.0923309363723,0.545703046271
135,2011010915,0.222988418115,0.0884201208858,0.116703489701,0.11670064941,0.104175276175,0.0914671032647,0.498494537537
136,2011010916,0.18253246456,0.0883752721008,0.109618864274,0.109234920889,0.102794950424,0.0908236493493,0.454671185157
137,2011010917,0.153341376126,0.0883489621697,0.108375520682,0.103776011457,0.101609930897,0.0903501540866,0.417482401237
138,2011010918,0.135689499725,0.0883334884396,0.112301431044,0.0998425270279,0.10072554403,0.0901092805392,0.387860199569
139,2011010919,0.12857346983,0.0883243646857,0.121534723607,0.0973599665052,0.101355591973,0.0912915135313,0.365400458111
140,2011010920,0.131053049819,0.0883189719013,0.136609297126,0.0993821702842,0.114932064007,0.106804770574,0.349037419608
141,2011010921,0.14267443297,0.0883157773226,0.157720674921,0.133243642074,0.196882680309,0.200185045682,0.337486907677
142,2011010922,0.162848148602,0.0883138815913,0.18383149538,0.247951637014,0.297747913164,0.296022087783,0.329526180394
143,2011010923,0.189651307323,0.0883127556439,0.212251722209,0.307221935074,0.319809811734,0.312540133899,0.324133553598
144,2011011000,0.534978775951,0.142899403612,0.507028230868,0.536176388807,0.537547604701,0.530334900861,0.54012347011
145,2011011113,0.234671122257,0.0884582257189,0.113477933663,0.267725403491,0.470165548358,0.230519446484,0.535006907144
146,2011011114,0.18298143821,0.088401109088,0.104981610525,0.213064686347,0.430886339737,0.221238944033,0.476553063289
147,2011011115,0.145640427732,0.0883661793212,0.0997409703745,0.176101599512,0.388451455718,0.222352274416,0.423656397632
148,2011011116,0.121595531126,0.0883448105671,0.0970352037108,0.155191071792,0.351975830775,0.229508160349,0.381766299685
149,2011011117,0.107372856086,0.0883317318446,0.0966381300886,0.145938495034,0.327332671572,0.239555808266,0.352878679199
150,2011011118,0.0995166979461,0.0883237216918,0.0989354485236,0.144275800971,0.314279534049,0.250470650124,0.335080296167
151,2011011119,0.0955471028755,0.0883188106644,0.105101017133,0.147371066956,0.309088263876,0.261054383763,0.324930247613
152,2011011120,0.093967169564,0.0883157942094,0.117207748976,0.153477799413,0.308013572621,0.270665439504,0.3194142569
153,2011011121,0.09399858222,0.0883139351106,0.137775067971,0.16155759165,0.30863525915,0.279022491679,0.316503419305
154,2011011122,0.0953433426893,0.0883127816918,0.16793902416,0.170972176918,0.309724612527,0.286067451367,0.314996542169
155,2011011123,0.0980332036502,0.0883120567005,0.204676468167,0.181288137763,0.310768572259,0.291870975778,0.314228119554
156,2011011200,0.517173628896,0.129306778839,0.507818685786,0.519634898987,0.533503704814,0.464987437402,0.523201505209
157,2011011201,0.50204465454,0.11450963853,0.493843701526,0.504416282484,0.529745833444,0.415845320619,0.509733775428
